Progress,Duration__in_seconds_,UserLanguage,Age,Gender,Countryborn,Stateborn,Countrycurrent,Statecurrent,Yearscurrent,Ethnicity,Race,OtherText,SexOrient,Childbiodad,Childbiomom,Childstepdad,Childstepmom,Childadoptdad,Childadoptmom,Childaunt,Childuncle,Childgrandfather,Childgrandmother,Childfosterdad,Childfostermom,Currentbiodad,Currentbiomom,Currentstepdad,Currentstepmom,Currentadoptdad,Currentadoptmom,Currentaunt,Currentuncle,Currentgrandfather,Currentgrandmother,Currentfosterdad,Currentfostermom,Primarychild,Primarynow,Samesex,Parentdecease,Parentdeceasetext,Siblings,Primmomnow,Primdadnow,Hoursmom,Hoursdad,SubSES,FatherEd,FatherEdText,MotherEd,MotherEdText,Religionnow,ReligChristother,ReligOther,OtherMaternal,OtherMaternalText,DyadM1,DyadM2,DyadM3,DyadM4,DyadM5,DyadM6,DyadM7,DyadM8,DyadM9,DyadM10,DyadM11,DyadM12,DyadM13,DyadM14,DyadM15,DyadM16,DyadM17,DyadM18,DyadM19,DyadM20,DyadM21,DyadM22,DyadM23,DyadM24,DyadM25,NRIM1,NRIM2,NRIM3,NRIM4,NRIM5,NRIM6,NRIM7,NRIM8,NRIM9,NRIM10,NRIM11,NRIM12,NRIM13,NRIM14,NRIM15,NRIM16,NRIM17,NRIM18,NRIM19,NRIM20,NRIM21,NRIM22,NRIM23,NRIM24,NRIM25,NRIM26,NRIM27,NRIM28,NRIM29,NRIM30,NRIM31,NRIM32,NRIM33,NRIM34,NRIM35,NRIM36,NRIM37,NRIM38,NRIM39,NRIM40,NRIM41,NRIM42,NRIM43,NRIM44,NRIM45,NRIM46,NRIM47,NRIM48,NRIM49,NRIM50,NRIM51,NRIM52,NRIM53,NRIM54,NRIM55,NRIM56,NRIM57,NRIM58,NRIM59,NRIM60,NRIM61,NRIM62,NRIM63,NRIM64,OtherPaternal,OtherPaternalText,DyadF1,DyadF2,DyadF3,DyadF4,DyadF5,DyadF6,DyadF7,DyadF8,DyadF9,DyadF10,DyadF11,DyadF12,DyadF13,DyadF14,DyadF15,DyadF16,DyadF17,DyadF18,DyadF19,DyadF20,DyadF21,DyadF22,DyadF23,DyadF24,DyadF25,NRIF1,NRIF2,NRIF3,NRIF4,NRIF5,NRIF6,NRIF7,NRIF8,NRIF9,NRIF10,NRIF11,NRIF12,NRIF13,NRIF14,NRIF15,NRIF16,NRIF17,NRIF18,NRIF19,NRIF20,NRIF21,NRIF22,NRIF23,NRIF24,NRIF25,NRIF26,NRIF27,NRIF28,NRIF29,NRIF30,NRIF31,NRIF32,NRIF33,NRIF34,NRIF35,NRIF36,NRIF37,NRIF38,NRIF39,NRIF40,NRIF41,NRIF42,NRIF43,NRIF44,NRIF45,NRIF46,NRIF47,NRIF48,NRIF49,NRIF50,NRIF51,NRIF52,NRIF53,NRIF54,NRIF55,NRIF56,NRIF57,NRIF58,NRIF59,NRIF60,NRIF61,NRIF62,NRIF63,NRIF64,COS1,COS2,COS3,COS4,COS5,COS6,COS7,COS8,COS9,COS10,COS11,COS12,COS13,COS14,COS15,COS16,FPS1,FPS2,FPS3,FPS4,FPS5,FPS6,FPS7,FPS8,FPS9,FPS10,SBQ1,SBQ2,SBQ3,SBQ4,SBQ5,SBQ6,SBQ7,SBQ8,SBQ9,SBQ10,SBQ11,SBQ12,SBQ13,SBQ14,SBQ15,SBQ16,SBQ17,SBQ18,SBQ19,SBQ20,SBQ21,SBQ22,SBQ23,SBQ24,SBQ25,YRBS1,YRBS2,YRBS3,YRBS4,YRBS5,YRBS6,YRBS7,YRBS8,YRBS9,YRBS10,YRBS11,YRBS12,YRBS13,YRBS14,YRBS15,YRBS16,YRBS17,SDQ1,SDQ2,SDQ3,SDQ4,SDQ5,SDQ6,SDQ7,SDQ8,SDQ9,SDQ10,SDQ11,SDQ12,SDQ13,SDQ14,SDQ15,SDQ16,SDQ17,SDQ18,SDQ19,SDQ20,SDQ21,SDQ22,SDQ23,SDQ23b,SDQ24,SDQ25,FACES1,FACES2,FACES3,FACES4,FACES5,FACES6,FACES7,FACES8,FACES9,FACES10,FACES11,FACES12,FACES13,FACES14,FACES15,FACES16,FACES17,FACES18,FACES19,FACES20,FACES21,FACES22,FACES23,FACES24,FACES25,FACES26,FACES27,FACES28,FACES29,FACES30,FACES31,FACES32,FACES33,FACES34,FACES35,FACES36,FACES37,FACES38,FACES39,FACES40,FACES41,FACES42,FACES43,FACES44,FACES45,FACES46,FACES47,FACES48,FACES49,FACES50,FACES51,FACES52,FACES53,FACES54,FACES55,FACES56,FACES57,FACES58,FACES59,FACES60,FACES61,FACES62,TSCL1,TSCL2,TSCL3,TSCL4,TSCL5,TSCL6,TSCL7,TSCL8,TSCL9,TSCL10,TSCL11,TSCL12,TSCL13,TSCL14,TSCL15,TSCL16,TSCL17,TSCL18,TSCL19,TSCL20,TSCL21,TSCL22,TSCL23,TSCL24,TSCL25,TSCL26,TSCL27,TSCL28,TSCL29,TSCL30,TSCL31,TSCL32,TSCL33,TSCL34,TSCL35,TSCL36,TSCL37,TSCL38,TSCL39,TSCL40,ETI1,ETI2,ETI3,ETI4,ETI5,ETI6,ETI7,ETI8,ETI9,ETI10,ETI11,ETI12,ETI13,ETI14,ETI15,ETI16,ETI17,ETI18,ETI19,ETI20,ETI21,ETI22,ETI23,ETI24,ETI25,ETI26,ETI27,ETI28,ETI29,Qualitative,Source,PsyContM,BehContM,PhysAsM,InducReasM,PsyContF,BehContF,PhysAsF,InducReasF,NRIMCompanion,NRIMConflict,NRIMInstrument,NRIMAntag,NRIMIntimate,NRIMNurturance,NRIMAffection,NRIMReassurance,NRIMRelative,NRIMReliable,NRIFCompanion,NRIFConflict,NRIFInstrument,NRIFAntag,NRIFIntimate,NRIFNurturance,NRIFAffection,NRIFReassurance,NRIFRelative,NRIFReliable,COShindivid,COSvindivid,COShcollect,COSvcollect,CFPSprag,CFPSCompas,SSBQtotal,SUtobacc,SUalcoho,SUmarij,SUillicit,SUtotal,SDQemote,SDQconduct,SDQhyper,SDQpeerprob,SDQprosocial,FACEdisen,FACEenmesh,FACErigid,FACEchaotic,FACEcomm,FACEsatis
100,840,EN,18,2,187,5,187,25,1,?,1, ,straight,1,1, , , , , , , , , , , , , , , , , , , , , , ,2,2,2, , ,1, , ,3,3,8,3, ,2, ,13, ,n/a, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,3,3,3,3,3,3,3,3,3,3,4,1,4,2,2,2,1,1,1,4,4,1,2,4,1,4,4,1,2,2,3,2,2,2,3,1,1,1,1,1,4,2,1, ,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,3,1,1,3,1,1,3,1,1,3,3,1,1,1,1,3,5,5,1,3,5,1,5,5,1,1,5,5,5,5,1,3,3,1,5,5,1,1,5,1,5,5,1,1,1,1,5,5,1,1,5,1,5,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,7,5,5,40,7,5,5,40,15,8,15,3,15,15,15,25,8,15,15,8,15,3,15,15,15,25,8,15,20,20,20, ,18,12,60,5,6,2, , ,7,6,9,9,11,7,11,25,11,50,50
100,1352,EN,18,2,187,25,187,25,18,Caucasian,1, ,Heterosexual,1,1, , , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,2, , ,2,1,9,4, ,3, ,1,Nondenominational, , , ,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,4,5,1,5,3,5,1,5,5,5,3,5,5,5,5,5,2,5,5,5,3,5,1,5,4,5,1,5,4,5,4,5,5,5,5,5,4,5,4,5,1,5,4,5,1,5,4,5,3,5,5,5,5,5,5,5,5,5,4,5,5,5,2,2, , ,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,1,1,5,3,5,1,5,2,3,3,4,5,5,5,5,2,4,2,1,3,3,1,5,3,5,1,5,2,4,2,4,5,5,5,5,3,1,3,5,1,5,3,5,1,5,1,4,2,5,5,5,5,5,2,1,5,5,2,4,5,5,3,3,8,7,8,5,7,7,9,9,8,9,9,6,5,3,8,8,4,5,5,5,5,5,5,5,4,5, , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,3,2,1,3,1,3,3,3,3,3,3,1,3,3,2,1,3,1,1,3,3,1,2,2,1,2,4,3,4,2,3,2,2,4,5,2,4,1,4,5,2,1,2,1,4,3,2,2,3,2,4,4,2,2,2,1,4,3,3,1,4,1,3,4,4,1,1,1,2,4,4,4,4,4,4,4,4,4,2,5,4,5,2,3,3,3,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"No. I would, however, like to let you know that my parents are in the middle of a divorce right now so things aren't exactly great.",MSSTATE1,9,5,5,39,11,6,5,32,11,8,11,3,13,10,12,25,6,14,8,8,9,3,5,7,9,25,8,7,28,26,34,28,29,19, ,5,2,2, , ,11,7,12,12,15,22,11,19,9,38,36
100,2141,EN,18,1,187,25,187,25,18,American,1, ,straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,1,2, , ,1, , ,2,2,8,3, ,2, ,3, , , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,5,5,5,5,3,3,2,2,4,4,2,2,3,3,3,3,5,5,5,5,2,2,5,5,4,4,2,2,4,4,2,2,3,3,4,4,5,5,4,4,5,5,4,4,2,2,4,4,2,2,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,4,4,4,4,3,3,2,2,4,4,2,2,3,3,4,4,5,5,5,5,2,4,5,5,4,4,2,4,4,4,2,2,3,3,3,3,5,5,4,4,5,5,4,4,2,2,4,4,2,2,2,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,2,2,6,7,8,3,6,4,8,9,3,5,7,9,7,4,8,8,5,5,5,5,4,5,4,4,4,5, , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,3,1,3,1,1,3,2,1,3,1,1,3,3,1,2,1,1,3,5,3,3,2,3,2,2,4,2,2,4,2,4,4,2,2,3,2,4,4,2,2,3,2,4,3,2,2,4,1,4,4,3,2,4,3,3,4,3,2,2,3,4,4,4,4,4,4,4,4,3,4,3,3,3,4,3,3,2,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,7,5,5,33,7,5,5,29,11,10,12,6,9,10,12,24,6,15,11,10,12,6,8,10,11,24,6,15,22,20,31,29,29,17, ,5,2,2, , ,6,6,11,10,14,17,14,23,15,39,32
100,2207,EN,18,1,187,1,187,1,18, ,1, ,Straight,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,1,1,2, , ,1, , ,1,1,7,3, ,3, ,11, , , , ,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,3,5,5,5,5,5,5,5,3,5,1,5,4,4,1,5,3,4,4,4,5,5,5,5,3,4,5,5,4,5,1,5,5,5,1,5,2,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,2,4,3,4,4,4,5,5,4,4,5,5,5,5,3,4,5,5,1,1, , ,3,3,3,3,3,3,2,3,2,2,3,2,2,1,1,1,1,4,4,4,4,5,4,4,4,3,4,2,2,5,5,1,4,3,4,3,4,5,5,4,4,4,3,4,4,4,5,2,2,4,4,2,2,2,3,3,4,5,5,4,5,4,5,5,5,2,3,4,4,2,3,2,3,2,3,4,5,4,5,4,4,4,5,5,5,5,5,1,1,8,9,8,7,6,5,8,9,5,5,6,7,7,6,6,8,5,5,5,5,5,5,5,5,4,5, , , ,3,1, , ,1, , , , , , , , , , , , , , , , , ,1,1,6,1,1,3,2,1, ,1,1,1,1,1,1,1,1,3,1,1,2,1,1,3,1,3,1,3,1,1,2,1,2,3,1,1,3,2,1,2,1,1,3,4,4,2,2,5,1,4,4,1,3,5,1,5,4,2,2,2,1,5,4,2,2,5,2,4,2,2,2,3,1,4,4,2,1,4,2,5,3,3,2,3,1,4,4,5,4,4,5,4,4,2,4,4,4,5,5,4,3,4,3,3,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,no,MSSTATE1,12,9,5,38,20,12,6,33,12,8,14,4,8,13,14,24,5,15,12,10,13,5,7,8,10,21,6,12,26,25,28,31,30,19, ,10,5,2, , ,7,7,8,9,14,14,14,27,9,40,40
100,1878,EN,18,2,187,25,187,25,18,African American,2, ,Heterosexual, ,1,1, , , , , , , , , , ,1, , , , , , , , , , ,2,2,2, , ,1-3, , ,1,1,5,4, ,5, ,1,nondenominational, , , ,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,1,2,4,4,5,2,5,3,1,5,5,5,5,5,5,2,3,5,5,4,4,1,5,4,5,2,4,1,2,5,5,5,5,5,5,5,5,4,4,1,5,5,5,1,5,1,2,5,5,5,5,5,5,5,5,5,5,3,4,5,5,3,3, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,3,5,5,2,5,1,1,3,1,2,2,3,1,1,1,1,1,5,5,5,5,1,2,4,1,2,2,1,3,1,1,4,1,1,3,2,1,5,5,5,5,2,1,1,1,1,1,2,2,1,5,1,2,2,1,5,5,5,5,3,1,5,5,5,5,5,5,3,3,9,8,3,9,7,2,9,8,9,2,9,9,9,7,9,9,5,5,5,5,4,5,5,5,2,5,2,1,2,4,3,1,1,1, , ,1,1,4,4, ,3,1,1,2,2, ,3,4, ,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,3,1,1,3,1,3,1,1,2,1,3,1,2,3,2,3,3,1,1,3,3,1,2,1,1,2,4,2,3,1,1,4,4,2,2,1,2,1,4,2,2,1,4,2,2,2,4,2,2,2,4,2,2,2,2,1,4,4,2,2,4,1,2,2,5,1,4,2,2,4,4,3,3,4,4,4,2,3,3,3,3,4,2,2,2,1,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,7,7,5,40,7,5,5,33,10,9,13,5,5,15,15,25,8,15,4,6,5,8,3,5,9,25,7,9,34,19,30,35,29,17, ,5,2,2, , ,9,5,9,12,14,20,10,19,13,33,25
100,8633,EN,20,2,187,45,187,45,20,"White, Non-Hispanic",1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,2,Biological Mother,Biological Father,1,1,8,5, ,5, ,2, , ,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,2,2,5,5,1,3,5,5,5,5,5,5,5,5,3,3,5,5,5,5,2,3,5,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,2,3,5,5,1,1,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,1,2, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,4,1,5,5,5,1,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,1,5, ,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,9,9,9,9,9,9,9,6,9,9,9,9,9,7,9,9,5,5,5,5,5,5,5, ,3,5,4,1,4,2,3,1,1,1, , ,4, ,4, , ,2, ,4,4,2,4,1,3,1, ,1,1,1,1,1,3,1,1, ,1,1,1,1,1,1,1,1,3,3,3,1,1,2,2,3,3,3,3,1,1,2,3,3,3,1,1,3,3,1,3,2,2,2,5,5,5,1,2,2,5,5,1,1,5,1,5,5,1,1,3,1,5,5,1,1,4,1,5,5,3,1,1,1,5,5,3,1,5,2,5,5,3,4,2,1,5,5,5,5,5,5,5,5,3,5,5,5,5,5,3,5,3,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,7,5,5,40,7,5,5,40,12,11,15,3,11,12,12,25,6,15,14,11,15,3, ,14,14,25,5,15,36,34,36,33,30, , ,5,4,2, , ,14,6,14,11,13,17,10,22,9,48,46
100,1325,EN,18,2,187,25,187,25,18,white,1, , ,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,3,mother,father,1,1,7,3, ,3, ,11, , , , ,3,3,3,1,2,1,4,1,1,3,1,1,1,1,1,1,1,3,3,4,4,4,4,4,4,2,2,2,1,3,3,2,2,1,2,3,2,2,2,2,2,1,1,1,1,2,3,3,2,3,3,3,2,2,1,1,2,3,2,1,1,2,1,1,3,2,1,1,3,3,2,3,3,2,2,2,3,3,4,2,2,2,3,3,2,3,3,3,3, , ,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,5,2,2,2,3,1,2,3,5,5,3,2,2,1,1,3,4,4,5,3,2,2,2,3,3,1,3,5,2,2,2,3,3,1,1,2,3,2,3,3,2,5,5,5,4,2,3,1,1,2,4,4,5,3,3,3,4,1,2,2,3,1,3,3,3,8,8,6,6,4,1,4,3,5,6,6,8,9,2,4,5,5,5,5,5,5,5,5,5,4,5,1, ,2,1,2,2,1,1,2, ,1,2,2,3,4,4, , ,2,2,2,3, , , ,2,3,7,1,1,5,4,1, ,1,1,1,1,1,1,1,1,2,1,1,2,1,2,3,2,1,1,3,1,1,2,3,2,3,1,1,2,1,2,2,1,2,1,5,3,3,3,2,2,4,4,3,2,2,3,5,5,1,2,2,3,3,3,2,4,4,2,1,1,3,3,2,3,1,5,5,4,3,3,4,3,3,3,3,3,4,4,4,5,2,3,3,2,2,3,3,3,4,4,3,3,3,3,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,17,7,5,30,10,5,5,35,5,10,7,8,6,6,5,11,7,5,7,13,7,10,8,7,6,10,10,8,26,17,20,22,30,19, ,14,9,2, , ,9,8,7,10,10,20,21,18,19,32,36
100,1465,EN,18,1,187,44,187,25,10,caucasian,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,1,1,7,3, ,2, ,13, ,non-religious, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,5,5,5,5,1,5,2,5,1,5,3,5,1,5,1,5,2,5,5,5,5,5,3,5,5,5,2,5,1,5,3,5,1,5,1,5,5,5,5,5,5,5,5,5,2,5,1,5,3,5,1,5,1,5,1,5,5,5,4,5,5,5,5,5,5,5,5,5,1,1, , ,1,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,1,3,3,5,3,5,5,3,3,2,3,1,5,4,5,1,5,1,4,3,4,5,5,4,4,3,5,5,5,2,3,1,5,3,4,1,5,1,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,1,5,1,5,1,5,5,5,4,5,5,5,4,5,4,5,5,5,1,1,9,5,1,5,8,1,3,7,8,9,9,9,9,1,6,9,4,4,5,4,3,5,5,5,3,5, , , , , , , , , , , , , , , , , , , , , , , , , ,4,3,7,1,1,4,4,2, ,1,1,1,1,1,1,2,1,3,3,1,2,1,2,3,1,3,2,3,1,1,3,3,3,3,1,1,3,3,1,2,1,1,2,5,3,2,2,3,1,4,4,1,1,5,1,5,5,2,2,1,1,4,4,2,2,3,1,4,3,2,1,1,1,4,4,2,1,3,1,5,2,4,2,4,1,5,5,4,5,4,4,5,5,2,3,5,5,4,5,5,5,5,5,5,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Experience with Psychedelic drugs other than Marijuana.,MSSTATE1,7,5,5,34,12,5,5,30,6,8,9,3,3,8,11,24,5,15,8,7,12,3,3,9,11,22,5,15,34,16,19,30,25,18, ,16,8,3, , ,8,7,13,11,14,15,11,20,7,42,49
100,1489,EN,18,2,36, ,187,25,18 years,Asian,4, ,Straight, , , , ,1,1, , , , , , , , , , ,1,1, , , , , , ,6,6,2, , ,2,Adoptive mother,Adoptive father,1,1,7,3, ,3, ,11, , , , ,3,2,3,1,2,1,3,2,3,2,2,1,1,1,1,1,1,5,5,5,5,5,5,1,5,3,3,4,2,5,5,4,1,5,5,3,3,5,5,5,5,4,2,5,5,5,5,5,1,5,5,5,1,5,5,4,4,5,5,5,5,5,5,4,4,4,1,5,5,4,1,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,2,2, , ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,1,5,2,2,2,2,5,5,2,2,1,1,4,4,5,5,5,5,3,3,5,5,3,3,2,2,5,5,2,1,1,2,3,2,5,5,5,5,5,5,2,1,1,3,4,4,1,5,1,3,3,2,5,5,4,4,5,5,5,5,4,4,5,5,2,3,8,8,4,4,4,3,7,7,7,3,8,8,9,9,9,8,5,5,5,5,4,5,5,5,4,5,2,1,2,4,2,1,1,1,4,4,2,2,4,3,1,3,1,1,2,4,3,1,2,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,3,2,1,1,2,2,2,3,2,1,3,1,2,2,2,3,2,1,1,2,2,1,1,1,1,3,4,4,2,2,4,2,4,2,1,4,4,2,5,4,1,1,4,1,4,4,2,1,5,2,4, ,2,2,4,1,4,4,3,2,5,2,5,4,4,4,2,1,4,4,4,4,4,4,5,4,2,4,4,4,4,3,3,3,4,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,MSSTATE1,15,10,5,36,8,5,5,35,12,18,15,13,15,11,13,24,8,15,7,10,14,5,3,10,11,24,8,15,28,23,28,27,29,19,72,5,2,2, , ,11,7,10,9,10,15,16,28,11,39,34
100,1655,EN,18,2,187,25,187,25,18,african american,2, , ,1,1, , , , , , , , , , ,1, , , , , , , , , , , ,2,1,2, , ,2, , ,1,1,5,4, ,5, ,1, , , , ,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,1,3,3,3,2,2,3,3,3,3,4,4,4,4,3,2,4,4,4,4,1,3,3,3,2,2,3,2,4,4,4,4,4,4,4,4,4,4,1,3,3,3,1,3,2,3,3,3,4,4,3,3,5,5,3,3,3,3,3,3,2,2, , ,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,3,3,1,3,3,3, ,3,2,3,3,3,4,4,4,4,2,2,4,4,3,3,1,3,3,3,1,3,2,3,2,3,4,4,4,4,4,4,3,3,1,3,2,3,1,3,1,3,2,3,4,4,4,4,4,4,4,4,4,4,4,4,2,2,7,7,9,7,5,2,6,3,6,2,6,7,5,1,6,5,4,4,4,4,4,5,4,4,4,4,4, , , , , , ,1,4, , , , , , , ,1, , , , , , , , ,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,2,3,1,1,2,2,3,3,1,1,3,2,1,2,2,2,2,4,4,3,2,3,3,4,4,2,2,3,2,4,4,4,2,3,2,4,4,2,3,3,2,4,4,2,2,3,2,4,4,2,2,4,2,4,4, , ,3,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,no,MSSTATE1,10,6,5,40,9,5,5,40,11,6,9,5,8,10,11,17,7,13,9,6,8, ,5,7,8,20,6,12,23,12,27,22,25,16, ,5,2,2, , ,11,5,10,10,12, , ,22,16,40,30
100,1941,EN,18,1,187,25,187,25,18,Southerner,1, ,Heterosexual,1,1, , , , , , , , , , ,1,1, , , , , , , , , , ,2,2,2, , ,1, , ,3,2,5,5, ,4, ,11, , ,1, ,2,3,2,3,4,2,3,3,3,2,4,2,1,1,1,2,1,3,3,4,3,4,4,4,4,2,3,2,3,3,3,2,3,1,4,3,3,5,4,3,4,2,3,4,3,3,4,2,4,3,3,3,2,2,4,4,4,5,5,4,4,4,5,2,3,2,4,4,4,4,1,2,4,3,4,5,4,3,4,5,4,5,4,3,4,5,5,2,2, , ,2,3,2,3,3,2,3,3,3, ,4,2,1,1,1,2,2,3,3,3,2,3,3,3,3,2,2,2,3,3,2,1,4,1,3,3,3,3,2,4,3,4,3,4,4,2,2,2,4,4,4,3,2,2,3,4,3,5,5,4,3,4,4,3,5,2,4,4,3,3,2,2,2,2,3,4,4,3,3,4,4,3,3,2,4,4,4,1,2,6,7,4,6,8,3,5,4,7,8,8,5,7,6,6,7,4,5,4,5,3,4,4,5,3,4,3,1,3,4,2,2,1,1,2,3,4,1,4,2,1,4,1,2,3,2,4,3,2, ,2,1,1,3,1,1,3,2,1, ,1,1,1,1,1,1,1,1,3,3,2,3,1,2,3,3,3,2,3,1,2,3,2,3,3,1,2,3,2,1,3,1,2,2,4,2,3,2,4,4,4,5,2,2,5,2,4,4,2,2,4,2,4,3,2,1,3,3,3,4,2,1,4,2,4,4,2,4,4, ,5,2,3,4,4,4,4,3,4,2,3,4,4,4,5,3,3,2,2,4,4,4,3,2,4,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Nope,MSSTATE1,19,14,6,29,18, ,7,23,7,9,10,9,5,10,12,20,6,13,7,10,11,7,5,9,9,18,7,12,28,24,23,22,25,16, ,7,5,2, , ,13,7,11,13,15,16,16,28, ,36,33
